panel,method,mae,mse
beijing/natural_outage_h24,observed_norm_peer_linear_interp,0.64944598444427004,0.660557965155945
beijing/natural_outage_h24,observed_norm_peer_locf,0.64767413927853346,0.65442865909262482
beijing/natural_outage_h24,observed_norm_peer_mean8,0.52178433803004731,0.40101758762100026
beijing/natural_outage_h24,observed_norm_peer_median8,0.50170084147454619,0.37422833151124335
beijing/natural_outage_h24,observed_norm_peer_motm_reference,0.63833297464986705,0.64986669335655944
beijing/natural_outage_h24,observed_norm_peer_residual_linear,0.48471233312365364,0.37147417301797714
beijing/natural_outage_h24,observed_norm_peer_ridge,0.42972548142755856,0.31245315451040473
beijing/natural_outage_h24,observed_norm_peer_saits,0.4608093911236737,0.33017491619576411
beijing/natural_outage_h24,observed_norm_peer_seasonal_lag,0.56499727623572782,0.56756045038298242
beijing/natural_outage_h24,observed_norm_peer_timemixerpp,0.54635600545162732,0.50911636044258601
beijing/natural_outage_h24,observed_norm_target_knn_multivariate,0.43602987588589864,0.31652446379690852
beijing/natural_outage_h24,observed_norm_target_linear_interp,0.6490744241563412,0.65740338845226465
beijing/natural_outage_h24,observed_norm_target_locf,0.65001524731877536,0.66281318221235053
beijing/natural_outage_h24,observed_norm_target_mean8,0.51554953223499023,0.3962979060358956
beijing/natural_outage_h24,observed_norm_target_median8,0.49797320342334156,0.37552441317964602
beijing/natural_outage_h24,observed_norm_target_motm_reference,0.63828400315906797,0.64441272488309809
beijing/natural_outage_h24,observed_norm_target_saits,0.45387193510515145,0.32500700210209438
beijing/natural_outage_h24,observed_norm_target_seasonal_lag,0.55099894502819946,0.54738932319830735
beijing/natural_outage_h24,observed_norm_target_timemixerpp,0.52762525123616821,0.48824594432429985
beijing/natural_outage_h24,peer_ar_bridge,0.4380626243445061,0.317835738540517
beijing/natural_outage_h24,peer_future_ridge,0.49322408629496689,0.3888196092270812
beijing/natural_outage_h24,peer_knn_multivariate,0.43241254295199716,0.31184390193549044
beijing/natural_outage_h24,peer_linear_interp,0.65216472499697087,0.67010869518434957
beijing/natural_outage_h24,peer_locf,0.65199901843909769,0.66710403482546754
